freq,unit,sectperf,geo,Ano,Valor
A,PC_HC,GOV,RS,2016 ,57.36
A,PC_HC,GOV,SI,2016 ,49.54
A,PC_HC,GOV,SK,2016 ,48.85
A,PC_HC,GOV,TR,2016 ,32.29
A,PC_HC,GOV,UK,2016 ,38.09
A,PC_HC,HES,BE,2016 ,41.75
A,PC_HC,HES,BG,2016 ,51.87
A,PC_HC,HES,CY,2016 ,37.62
A,PC_HC,HES,CZ,2016 ,34.4
A,PC_HC,HES,DE,2016 ,38.92
A,PC_HC,HES,DK,2016 ,44.52
A,PC_HC,HES,EA20,2016 ,41.48
A,PC_HC,HES,EA21,2016 ,41.59
A,PC_HC,HES,EE,2016 ,47.84
A,PC_HC,HES,ES,2016 ,42.09
A,PC_HC,HES,EU27_2020,2016 ,41.8
A,PC_HC,HES,FI,2016 ,48.45
A,PC_HC,HES,FR,2016 ,39.59
A,PC_HC,HES,HR,2016 ,49.01
A,PC_HC,HES,HU,2016 ,39.89
A,PC_HC,HES,IE,2016 ,45.1
A,PC_HC,HES,IT,2016 ,41.05
A,PC_HC,HES,JP,2016 ,26.62
A,PC_HC,HES,KR,2016 ,30.37
A,PC_HC,HES,LT,2016 ,55.77
A,PC_HC,HES,LV,2016 ,54.07
A,PC_HC,HES,MK,2016 ,49.08
A,PC_HC,HES,MT,2016 ,33.06
A,PC_HC,HES,NL,2016 ,42.8
A,PC_HC,HES,NO,2016 ,48.18
A,PC_HC,HES,PL,2016 ,43.73
A,PC_HC,HES,PT,2016 ,48.81
A,PC_HC,HES,RO,2016 ,48.41
A,PC_HC,HES,RS,2016 ,49.27
A,PC_HC,HES,SI,2016 ,41.71
A,PC_HC,HES,SK,2016 ,45.95
A,PC_HC,HES,TR,2016 ,44.77
A,PC_HC,HES,UK,2016 ,45.52
A,PC_HC,PNP,BE,2016 ,49.64
A,PC_HC,PNP,BG,2016 ,50.0
A,PC_HC,PNP,CY,2016 ,27.97
A,PC_HC,PNP,CZ,2016 ,42.63
A,PC_HC,PNP,DK,2016 ,65.47
A,PC_HC,PNP,EA20,2016 ,48.81
A,PC_HC,PNP,EA21,2016 ,48.82
A,PC_HC,PNP,EE,2016 ,51.24
A,PC_HC,PNP,ES,2016 ,50.0
A,PC_HC,PNP,EU27_2020,2016 ,49.01
A,PC_HC,PNP,FI,2016 ,58.16
A,PC_HC,PNP,FR,2016 ,43.88
A,PC_HC,PNP,IT,2016 ,52.58
A,PC_HC,PNP,JP,2016 ,15.08
A,PC_HC,PNP,KR,2016 ,28.59
A,PC_HC,PNP,MK,2016 ,61.9
A,PC_HC,PNP,PL,2016 ,51.68
A,PC_HC,PNP,PT,2016 ,51.19
A,PC_HC,PNP,RO,2016 ,46.89
A,PC_HC,PNP,RS,2016 ,75.0
A,PC_HC,PNP,SI,2016 ,8.33
A,PC_HC,PNP,SK,2016 ,26.09
A,PC_HC,PNP,UK,2016 ,50.48
A,PC_HC,TOTAL,BG,2016 ,49.1
A,PC_HC,TOTAL,CY,2016 ,37.28
A,PC_HC,TOTAL,CZ,2016 ,26.65
A,PC_HC,TOTAL,EE,2016 ,43.55
A,PC_HC,TOTAL,ES,2016 ,40.15
A,PC_HC,TOTAL,FI,2016 ,32.52
A,PC_HC,TOTAL,FR,2016 ,28.0
A,PC_HC,TOTAL,HR,2016 ,47.74
A,PC_HC,TOTAL,HU,2016 ,30.76
A,PC_HC,TOTAL,IT,2016 ,35.19
A,PC_HC,TOTAL,JP,2016 ,15.7
A,PC_HC,TOTAL,KR,2016 ,19.67
A,PC_HC,TOTAL,LT,2016 ,51.57
A,PC_HC,TOTAL,LV,2016 ,52.18
A,PC_HC,TOTAL,MK,2016 ,50.82
A,PC_HC,TOTAL,MT,2016 ,28.71
A,PC_HC,TOTAL,NL,2016 ,26.05
A,PC_HC,TOTAL,NO,2016 ,37.58
A,PC_HC,TOTAL,PL,2016 ,36.44
A,PC_HC,TOTAL,PT,2016 ,43.48
A,PC_HC,TOTAL,RO,2016 ,45.78
A,PC_HC,TOTAL,RS,2016 ,48.41
A,PC_HC,TOTAL,SI,2016 ,34.51
A,PC_HC,TOTAL,SK,2016 ,41.42
A,PC_HC,TOTAL,TR,2016 ,37.94
A,PC_HC,TOTAL,UK,2016 ,38.67
A,PC_HC,BES,AT,2017 ,17.66
A,PC_HC,BES,BE,2017 ,28.65
A,PC_HC,BES,BG,2017 ,36.0
A,PC_HC,BES,CH,2017 ,27.01
A,PC_HC,BES,CY,2017 ,30.52
A,PC_HC,BES,CZ,2017 ,12.47
A,PC_HC,BES,DE,2017 ,14.71
A,PC_HC,BES,DK,2017 ,27.61
A,PC_HC,BES,EA20,2017 ,20.57
A,PC_HC,BES,EA21,2017 ,20.7
A,PC_HC,BES,EE,2017 ,25.14
A,PC_HC,BES,EL,2017 ,29.28
A,PC_HC,BES,ES,2017 ,30.92
A,PC_HC,BES,EU27_2020,2017 ,21.04
A,PC_HC,BES,FI,2017 ,17.39
A,PC_HC,BES,FR,2017 ,21.32
A,PC_HC,BES,HR,2017 ,35.58
A,PC_HC,BES,HU,2017 ,17.79
A,PC_HC,BES,IE,2017 ,25.33
A,PC_HC,BES,IS,2017 ,35.82
A,PC_HC,BES,IT,2017 ,21.53
A,PC_HC,BES,JP,2017 ,9.61
A,PC_HC,BES,KR,2017 ,15.95
A,PC_HC,BES,LT,2017 ,30.57
A,PC_HC,BES,LU,2017 ,15.74
A,PC_HC,BES,LV,2017 ,41.48
A,PC_HC,BES,ME,2017 ,32.76
A,PC_HC,BES,MK,2017 ,61.18
A,PC_HC,BES,MT,2017 ,24.87
A,PC_HC,BES,NL,2017 ,20.32
A,PC_HC,BES,NO,2017 ,23.91
A,PC_HC,BES,PL,2017 ,24.67
A,PC_HC,BES,PT,2017 ,29.83
A,PC_HC,BES,RO,2017 ,35.7
A,PC_HC,BES,RS,2017 ,33.04
A,PC_HC,BES,RU,2017 ,35.46
A,PC_HC,BES,SE,2017 ,22.15
A,PC_HC,BES,SI,2017 ,22.73
A,PC_HC,BES,SK,2017 ,17.0
A,PC_HC,BES,TR,2017 ,25.76
A,PC_HC,BES,UK,2017 ,21.99
A,PC_HC,GOV,AT,2017 ,40.97
A,PC_HC,GOV,BE,2017 ,36.57
A,PC_HC,GOV,BG,2017 ,57.77
A,PC_HC,GOV,CH,2017 ,35.97
A,PC_HC,GOV,CY,2017 ,59.16
A,PC_HC,GOV,CZ,2017 ,40.76
A,PC_HC,GOV,DE,2017 ,36.38
A,PC_HC,GOV,DK,2017 ,51.81
A,PC_HC,GOV,EA20,2017 ,42.62
A,PC_HC,GOV,EA21,2017 ,42.95
A,PC_HC,GOV,EE,2017 ,61.37
A,PC_HC,GOV,EL,2017 ,41.64
A,PC_HC,GOV,ES,2017 ,51.28
A,PC_HC,GOV,EU27_2020,2017 ,43.8
A,PC_HC,GOV,FI,2017 ,43.31
A,PC_HC,GOV,FR,2017 ,37.03
A,PC_HC,GOV,HR,2017 ,54.18
A,PC_HC,GOV,HU,2017 ,43.19
A,PC_HC,GOV,IE,2017 ,44.17
A,PC_HC,GOV,IS,2017 ,45.1
A,PC_HC,GOV,IT,2017 ,47.84
A,PC_HC,GOV,JP,2017 ,18.48
A,PC_HC,GOV,KR,2017 ,26.07
A,PC_HC,GOV,LT,2017 ,52.48
A,PC_HC,GOV,LU,2017 ,37.39
A,PC_HC,GOV,LV,2017 ,55.47
A,PC_HC,GOV,ME,2017 ,63.75
A,PC_HC,GOV,MK,2017 ,56.37
A,PC_HC,GOV,MT,2017 ,21.88
A,PC_HC,GOV,NL,2017 ,36.87
A,PC_HC,GOV,NO,2017 ,47.08
A,PC_HC,GOV,PL,2017 ,53.44
A,PC_HC,GOV,PT,2017 ,60.33
A,PC_HC,GOV,RO,2017 ,48.89
A,PC_HC,GOV,RS,2017 ,59.95
A,PC_HC,GOV,RU,2017 ,43.16
A,PC_HC,GOV,SE,2017 ,52.44
A,PC_HC,GOV,SI,2017 ,46.27
A,PC_HC,GOV,SK,2017 ,49.16
A,PC_HC,GOV,TR,2017 ,33.22
A,PC_HC,GOV,UK,2017 ,38.21
A,PC_HC,HES,AT,2017 ,40.79
A,PC_HC,HES,BE,2017 ,42.07
A,PC_HC,HES,BG,2017 ,52.41
A,PC_HC,HES,CH,2017 ,39.16
A,PC_HC,HES,CY,2017 ,38.37
A,PC_HC,HES,CZ,2017 ,34.46
A,PC_HC,HES,DE,2017 ,39.14
A,PC_HC,HES,DK,2017 ,43.73
A,PC_HC,HES,EA20,2017 ,41.84
A,PC_HC,HES,EA21,2017 ,41.93
A,PC_HC,HES,EE,2017 ,47.66
A,PC_HC,HES,EL,2017 ,40.07
A,PC_HC,HES,ES,2017 ,42.49
A,PC_HC,HES,EU27_2020,2017 ,42.29
A,PC_HC,HES,FI,2017 ,48.68
A,PC_HC,HES,FR,2017 ,39.87
A,PC_HC,HES,HR,2017 ,49.41
A,PC_HC,HES,HU,2017 ,40.13
A,PC_HC,HES,IE,2017 ,45.31
A,PC_HC,HES,IS,2017 ,52.53
A,PC_HC,HES,IT,2017 ,41.24
A,PC_HC,HES,JP,2017 ,27.05
A,PC_HC,HES,KR,2017 ,31.66
A,PC_HC,HES,LT,2017 ,54.95
A,PC_HC,HES,LU,2017 ,37.1
A,PC_HC,HES,LV,2017 ,53.94
A,PC_HC,HES,ME,2017 ,44.79
A,PC_HC,HES,MK,2017 ,49.86
A,PC_HC,HES,MT,2017 ,35.1
A,PC_HC,HES,NL,2017 ,43.15
A,PC_HC,HES,NO,2017 ,48.68
A,PC_HC,HES,PL,2017 ,45.57
A,PC_HC,HES,PT,2017 ,49.44
A,PC_HC,HES,RO,2017 ,49.37
A,PC_HC,HES,RS,2017 ,49.81
A,PC_HC,HES,RU,2017 ,46.34
A,PC_HC,HES,SE,2017 ,43.54
A,PC_HC,HES,SI,2017 ,41.77
A,PC_HC,HES,SK,2017 ,46.54
A,PC_HC,HES,TR,2017 ,45.02
A,PC_HC,HES,UK,2017 ,46.08
A,PC_HC,PNP,AT,2017 ,48.6
A,PC_HC,PNP,BE,2017 ,48.64
A,PC_HC,PNP,BG,2017 ,42.01
A,PC_HC,PNP,CY,2017 ,29.66
A,PC_HC,PNP,CZ,2017 ,38.36
A,PC_HC,PNP,DK,2017 ,62.55
A,PC_HC,PNP,EA20,2017 ,48.74
A,PC_HC,PNP,EA21,2017 ,48.67
A,PC_HC,PNP,EE,2017 ,53.1
A,PC_HC,PNP,EL,2017 ,49.9
A,PC_HC,PNP,ES,2017 ,51.99
A,PC_HC,PNP,EU27_2020,2017 ,48.28
A,PC_HC,PNP,FI,2017 ,58.17
A,PC_HC,PNP,FR,2017 ,43.9
A,PC_HC,PNP,IT,2017 ,52.73
A,PC_HC,PNP,JP,2017 ,15.31
A,PC_HC,PNP,KR,2017 ,28.64
A,PC_HC,PNP,ME,2017 ,53.13
A,PC_HC,PNP,MK,2017 ,62.12
A,PC_HC,PNP,PL,2017 ,45.44
A,PC_HC,PNP,PT,2017 ,50.41
A,PC_HC,PNP,RO,2017 ,30.88
A,PC_HC,PNP,RS,2017 ,50.0
A,PC_HC,PNP,RU,2017 ,43.77
A,PC_HC,PNP,SI,2017 ,30.77
A,PC_HC,PNP,SK,2017 ,28.0
A,PC_HC,PNP,UK,2017 ,46.51
A,PC_HC,TOTAL,AT,2017 ,30.06
A,PC_HC,TOTAL,BE,2017 ,34.82
A,PC_HC,TOTAL,BG,2017 ,47.37
A,PC_HC,TOTAL,CH,2017 ,35.2
A,PC_HC,TOTAL,CY,2017 ,38.06
A,PC_HC,TOTAL,CZ,2017 ,26.77
A,PC_HC,TOTAL,DE,2017 ,27.88
A,PC_HC,TOTAL,DK,2017 ,35.74
A,PC_HC,TOTAL,EA20,2017 ,32.12
A,PC_HC,TOTAL,EA21,2017 ,32.27
A,PC_HC,TOTAL,EE,2017 ,42.2
A,PC_HC,TOTAL,EL,2017 ,37.82
A,PC_HC,TOTAL,ES,2017 ,40.49
A,PC_HC,TOTAL,EU27_2020,2017 ,32.79
A,PC_HC,TOTAL,FI,2017 ,33.15
A,PC_HC,TOTAL,FR,2017 ,28.29
A,PC_HC,TOTAL,HR,2017 ,48.42
A,PC_HC,TOTAL,HU,2017 ,30.48
A,PC_HC,TOTAL,IE,2017 ,36.3
A,PC_HC,TOTAL,IS,2017 ,46.08
A,PC_HC,TOTAL,IT,2017 ,34.33
A,PC_HC,TOTAL,JP,2017 ,16.18
A,PC_HC,TOTAL,KR,2017 ,20.1
A,PC_HC,TOTAL,LT,2017 ,49.51
A,PC_HC,TOTAL,LU,2017 ,28.07
A,PC_HC,TOTAL,LV,2017 ,52.23
A,PC_HC,TOTAL,ME,2017 ,49.87
A,PC_HC,TOTAL,MK,2017 ,52.27
A,PC_HC,TOTAL,MT,2017 ,30.92
A,PC_HC,TOTAL,NL,2017 ,26.14
A,PC_HC,TOTAL,NO,2017 ,38.06
A,PC_HC,TOTAL,PL,2017 ,38.11
A,PC_HC,TOTAL,PT,2017 ,43.66
A,PC_HC,TOTAL,RO,2017 ,46.74
A,PC_HC,TOTAL,RS,2017 ,50.04
A,PC_HC,TOTAL,RU,2017 ,39.55
A,PC_HC,TOTAL,SE,2017 ,32.63
A,PC_HC,TOTAL,SI,2017 ,32.31
A,PC_HC,TOTAL,SK,2017 ,41.92
A,PC_HC,TOTAL,TR,2017 ,37.91
A,PC_HC,TOTAL,UK,2017 ,38.75
A,PC_HC,BES,BG,2018 ,34.41
A,PC_HC,BES,CY,2018 ,29.68
A,PC_HC,BES,CZ,2018 ,12.48
A,PC_HC,BES,EE,2018 ,27.96
A,PC_HC,BES,ES,2018 ,30.96
A,PC_HC,BES,FI,2018 ,18.12
A,PC_HC,BES,HR,2018 ,35.61
A,PC_HC,BES,HU,2018 ,17.68
A,PC_HC,BES,IS,2018 ,35.82
A,PC_HC,BES,IT,2018 ,21.79
A,PC_HC,BES,JP,2018 ,9.99
A,PC_HC,BES,KR,2018 ,16.29
A,PC_HC,BES,LT,2018 ,29.29
A,PC_HC,BES,LV,2018 ,37.86
A,PC_HC,BES,ME,2018 ,35.29
A,PC_HC,BES,MK,2018 ,58.3
A,PC_HC,BES,MT,2018 ,25.75
A,PC_HC,BES,NL,2018 ,21.27
A,PC_HC,BES,NO,2018 ,24.3
A,PC_HC,BES,PL,2018 ,23.82
A,PC_HC,BES,PT,2018 ,28.49
A,PC_HC,BES,RO,2018 ,32.55
A,PC_HC,BES,RS,2018 ,39.97
A,PC_HC,BES,RU,2018 ,34.65
A,PC_HC,BES,SI,2018 ,23.17
A,PC_HC,BES,SK,2018 ,15.92
A,PC_HC,BES,TR,2018 ,26.11
A,PC_HC,BES,UK,2018 ,21.58
A,PC_HC,GOV,BE,2018 ,35.78
A,PC_HC,GOV,BG,2018 ,56.65
A,PC_HC,GOV,CY,2018 ,58.46
A,PC_HC,GOV,CZ,2018 ,39.97
A,PC_HC,GOV,DE,2018 ,36.91
A,PC_HC,GOV,DK,2018 ,50.56
A,PC_HC,GOV,EA20,2018 ,43.06
A,PC_HC,GOV,EA21,2018 ,43.34
A,PC_HC,GOV,EE,2018 ,65.51
A,PC_HC,GOV,ES,2018 ,51.85
A,PC_HC,GOV,EU27_2020,2018 ,43.69
A,PC_HC,GOV,FI,2018 ,42.96
A,PC_HC,GOV,HR,2018 ,55.33
A,PC_HC,GOV,HU,2018 ,34.72
A,PC_HC,GOV,IS,2018 ,41.37
A,PC_HC,GOV,IT,2018 ,48.31
A,PC_HC,GOV,JP,2018 ,18.84
A,PC_HC,GOV,KR,2018 ,26.49
A,PC_HC,GOV,LT,2018 ,51.79
A,PC_HC,GOV,LV,2018 ,57.91
A,PC_HC,GOV,ME,2018 ,64.06
A,PC_HC,GOV,MK,2018 ,64.1
A,PC_HC,GOV,MT,2018 ,34.38
A,PC_HC,GOV,NL,2018 ,40.85
A,PC_HC,GOV,NO,2018 ,48.12
A,PC_HC,GOV,PL,2018 ,53.68
A,PC_HC,GOV,PT,2018 ,61.08
A,PC_HC,GOV,RO,2018 ,47.57
A,PC_HC,GOV,RS,2018 ,61.25
A,PC_HC,GOV,RU,2018 ,42.75
A,PC_HC,GOV,SI,2018 ,46.87
A,PC_HC,GOV,SK,2018 ,50.28
A,PC_HC,GOV,TR,2018 ,33.08
A,PC_HC,GOV,UK,2018 ,39.61
A,PC_HC,HES,BE,2018 ,42.43
A,PC_HC,HES,BG,2018 ,52.39
A,PC_HC,HES,CY,2018 ,38.37
A,PC_HC,HES,CZ,2018 ,34.69
A,PC_HC,HES,DE,2018 ,39.56
A,PC_HC,HES,DK,2018 ,43.66
A,PC_HC,HES,EA20,2018 ,42.26
A,PC_HC,HES,EA21,2018 ,42.36
A,PC_HC,HES,EE,2018 ,48.2
A,PC_HC,HES,ES,2018 ,43.11
A,PC_HC,HES,EU27_2020,2018 ,42.65
A,PC_HC,HES,FI,2018 ,49.19
A,PC_HC,HES,HR,2018 ,50.13
A,PC_HC,HES,HU,2018 ,36.14
A,PC_HC,HES,IS,2018 ,53.07
A,PC_HC,HES,IT,2018 ,41.43
A,PC_HC,HES,JP,2018 ,27.45
A,PC_HC,HES,KR,2018 ,31.98
A,PC_HC,HES,LT,2018 ,55.4
A,PC_HC,HES,LV,2018 ,52.36
A,PC_HC,HES,ME,2018 ,44.7
A,PC_HC,HES,MK,2018 ,50.83
A,PC_HC,HES,MT,2018 ,35.77
A,PC_HC,HES,NL,2018 ,43.74
A,PC_HC,HES,NO,2018 ,49.75
A,PC_HC,HES,PL,2018 ,46.24
A,PC_HC,HES,PT,2018 ,49.78
A,PC_HC,HES,RO,2018 ,50.39
A,PC_HC,HES,RS,2018 ,49.99
A,PC_HC,HES,RU,2018 ,46.16
A,PC_HC,HES,SI,2018 ,41.9
A,PC_HC,HES,SK,2018 ,46.21
A,PC_HC,HES,TR,2018 ,45.02
A,PC_HC,HES,UK,2018 ,46.37
A,PC_HC,PNP,BE,2018 ,48.58
A,PC_HC,PNP,BG,2018 ,48.15
A,PC_HC,PNP,CY,2018 ,29.8
A,PC_HC,PNP,CZ,2018 ,38.58
A,PC_HC,PNP,DK,2018 ,60.19
A,PC_HC,PNP,EE,2018 ,59.17
A,PC_HC,PNP,ES,2018 ,49.49
A,PC_HC,PNP,FI,2018 ,59.97
A,PC_HC,PNP,IT,2018 ,53.28
A,PC_HC,PNP,JP,2018 ,15.32
A,PC_HC,PNP,KR,2018 ,28.48
A,PC_HC,PNP,ME,2018 ,60.61
A,PC_HC,PNP,MK,2018 ,64.0
A,PC_HC,PNP,PL,2018 ,42.95
A,PC_HC,PNP,PT,2018 ,50.66
A,PC_HC,PNP,RO,2018 ,36.16
A,PC_HC,PNP,RS,2018 ,100.0
A,PC_HC,PNP,RU,2018 ,52.14
A,PC_HC,PNP,SI,2018 ,38.82
A,PC_HC,PNP,SK,2018 ,28.0
A,PC_HC,PNP,UK,2018 ,48.02
A,PC_HC,TOTAL,BG,2018 ,45.88
A,PC_HC,TOTAL,CY,2018 ,37.29
A,PC_HC,TOTAL,CZ,2018 ,26.56
A,PC_HC,TOTAL,EE,2018 ,43.94
A,PC_HC,TOTAL,ES,2018 ,40.77
A,PC_HC,TOTAL,FI,2018 ,33.7
A,PC_HC,TOTAL,HR,2018 ,49.0
A,PC_HC,TOTAL,HU,2018 ,27.95
A,PC_HC,TOTAL,IS,2018 ,46.07
A,PC_HC,TOTAL,IT,2018 ,33.78
A,PC_HC,TOTAL,JP,2018 ,16.56
A,PC_HC,TOTAL,KR,2018 ,20.37
A,PC_HC,TOTAL,LT,2018 ,49.0
A,PC_HC,TOTAL,LV,2018 ,50.68
A,PC_HC,TOTAL,ME,2018 ,49.56
A,PC_HC,TOTAL,MK,2018 ,53.41
A,PC_HC,TOTAL,MT,2018 ,32.19
A,PC_HC,TOTAL,NL,2018 ,27.04
A,PC_HC,TOTAL,NO,2018 ,38.76
A,PC_HC,TOTAL,PL,2018 ,37.9
A,PC_HC,TOTAL,PT,2018 ,43.25
A,PC_HC,TOTAL,RO,2018 ,46.25
A,PC_HC,TOTAL,RS,2018 ,51.37
A,PC_HC,TOTAL,RU,2018 ,39.22
A,PC_HC,TOTAL,SI,2018 ,32.54
A,PC_HC,TOTAL,SK,2018 ,41.19
A,PC_HC,TOTAL,TR,2018 ,37.2
A,PC_HC,TOTAL,UK,2018 ,38.6
A,PC_HC,BES,AT,2019 ,17.7
A,PC_HC,BES,BA,2019 ,54.31
A,PC_HC,BES,BE,2019 ,25.0
A,PC_HC,BES,BG,2019 ,35.59
A,PC_HC,BES,CH,2019 ,25.67
A,PC_HC,BES,CY,2019 ,28.9
A,PC_HC,BES,CZ,2019 ,13.17
A,PC_HC,BES,DE,2019 ,14.84
A,PC_HC,BES,DK,2019 ,25.55
A,PC_HC,BES,EA20,2019 ,21.08
A,PC_HC,BES,EA21,2019 ,21.21
A,PC_HC,BES,EE,2019 ,27.05
A,PC_HC,BES,EL,2019 ,31.18
A,PC_HC,BES,ES,2019 ,31.61
A,PC_HC,BES,EU27_2020,2019 ,21.42
A,PC_HC,BES,FI,2019 ,18.26
A,PC_HC,BES,HR,2019 ,32.1
A,PC_HC,BES,HU,2019 ,17.61
A,PC_HC,BES,IE,2019 ,27.33
A,PC_HC,BES,IT,2019 ,22.57
A,PC_HC,BES,JP,2019 ,10.19
A,PC_HC,BES,KR,2019 ,16.92
A,PC_HC,BES,LT,2019 ,34.13
A,PC_HC,BES,LU,2019 ,13.41
A,PC_HC,BES,LV,2019 ,37.09
A,PC_HC,BES,ME,2019 ,41.77
A,PC_HC,BES,MK,2019 ,57.3
A,PC_HC,BES,MT,2019 ,28.19
A,PC_HC,BES,NL,2019 ,22.25
A,PC_HC,BES,NO,2019 ,23.43
A,PC_HC,BES,PL,2019 ,23.73
A,PC_HC,BES,PT,2019 ,28.54
A,PC_HC,BES,RO,2019 ,33.87
A,PC_HC,BES,RS,2019 ,39.11
A,PC_HC,BES,RU,2019 ,34.47
A,PC_HC,BES,SE,2019 ,23.93
A,PC_HC,BES,SI,2019 ,23.58
A,PC_HC,BES,SK,2019 ,15.93
A,PC_HC,BES,TR,2019 ,26.29
A,PC_HC,GOV,AT,2019 ,42.18
A,PC_HC,GOV,BA,2019 ,50.94
A,PC_HC,GOV,BE,2019 ,35.49
A,PC_HC,GOV,BG,2019 ,55.98
A,PC_HC,GOV,CH,2019 ,39.23
A,PC_HC,GOV,CY,2019 ,58.29
A,PC_HC,GOV,CZ,2019 ,40.24
A,PC_HC,GOV,DE,2019 ,37.23
A,PC_HC,GOV,DK,2019 ,50.23
A,PC_HC,GOV,EA20,2019 ,43.57
A,PC_HC,GOV,EA21,2019 ,43.83
A,PC_HC,GOV,EE,2019 ,65.95
A,PC_HC,GOV,EL,2019 ,41.22
A,PC_HC,GOV,ES,2019 ,53.36
A,PC_HC,GOV,EU27_2020,2019 ,44.29
A,PC_HC,GOV,FI,2019 ,42.49
A,PC_HC,GOV,HR,2019 ,55.2
A,PC_HC,GOV,HU,2019 ,42.0
A,PC_HC,GOV,IE,2019 ,45.0
A,PC_HC,GOV,IT,2019 ,48.81
A,PC_HC,GOV,JP,2019 ,19.49
A,PC_HC,GOV,KR,2019 ,27.17
A,PC_HC,GOV,LT,2019 ,49.89
A,PC_HC,GOV,LU,2019 ,37.83
A,PC_HC,GOV,LV,2019 ,55.49
A,PC_HC,GOV,ME,2019 ,60.49
A,PC_HC,GOV,MK,2019 ,64.58
A,PC_HC,GOV,MT,2019 ,29.41
A,PC_HC,GOV,NL,2019 ,41.38
A,PC_HC,GOV,NO,2019 ,48.83
A,PC_HC,GOV,PL,2019 ,59.48
A,PC_HC,GOV,PT,2019 ,60.49
A,PC_HC,GOV,RO,2019 ,48.47
A,PC_HC,GOV,RS,2019 ,61.0
A,PC_HC,GOV,RU,2019 ,44.02
A,PC_HC,GOV,SE,2019 ,49.43
A,PC_HC,GOV,SI,2019 ,48.36
A,PC_HC,GOV,SK,2019 ,51.0
A,PC_HC,GOV,TR,2019 ,32.93
A,PC_HC,HES,AT,2019 ,41.7
A,PC_HC,HES,BA,2019 ,49.55
A,PC_HC,HES,BE,2019 ,42.47
A,PC_HC,HES,BG,2019 ,53.91
A,PC_HC,HES,CH,2019 ,40.63
A,PC_HC,HES,CY,2019 ,38.69
A,PC_HC,HES,CZ,2019 ,35.26
A,PC_HC,HES,DE,2019 ,40.0
A,PC_HC,HES,DK,2019 ,44.55
A,PC_HC,HES,EA20,2019 ,42.75
A,PC_HC,HES,EA21,2019 ,42.84
A,PC_HC,HES,EE,2019 ,47.68
A,PC_HC,HES,EL,2019 ,41.24
A,PC_HC,HES,ES,2019 ,43.36
A,PC_HC,HES,EU27_2020,2019 ,43.13
A,PC_HC,HES,FI,2019 ,49.78
A,PC_HC,HES,HR,2019 ,50.42
A,PC_HC,HES,HU,2019 ,38.9
A,PC_HC,HES,IE,2019 ,47.61
A,PC_HC,HES,IT,2019 ,41.76
A,PC_HC,HES,JP,2019 ,27.85
A,PC_HC,HES,KR,2019 ,33.13
A,PC_HC,HES,LT,2019 ,54.8
A,PC_HC,HES,LU,2019 ,36.22
A,PC_HC,HES,LV,2019 ,53.04
A,PC_HC,HES,ME,2019 ,49.07
A,PC_HC,HES,MK,2019 ,50.69
A,PC_HC,HES,MT,2019 ,36.09
A,PC_HC,HES,NL,2019 ,43.74
A,PC_HC,HES,NO,2019 ,50.23
A,PC_HC,HES,PL,2019 ,46.56
A,PC_HC,HES,PT,2019 ,50.09
A,PC_HC,HES,RO,2019 ,50.49
A,PC_HC,HES,RS,2019 ,51.0
A,PC_HC,HES,RU,2019 ,44.86
A,PC_HC,HES,SE,2019 ,44.53
A,PC_HC,HES,SI,2019 ,43.86
A,PC_HC,HES,SK,2019 ,46.36
A,PC_HC,HES,TR,2019 ,45.51
A,PC_HC,PNP,AT,2019 ,48.92
A,PC_HC,PNP,BE,2019 ,49.38
A,PC_HC,PNP,BG,2019 ,49.04
A,PC_HC,PNP,CY,2019 ,36.22
A,PC_HC,PNP,CZ,2019 ,47.5
A,PC_HC,PNP,DK,2019 ,62.81
A,PC_HC,PNP,EA20,2019 ,49.35
A,PC_HC,PNP,EA21,2019 ,49.35
A,PC_HC,PNP,EE,2019 ,58.18
A,PC_HC,PNP,EL,2019 ,53.3
A,PC_HC,PNP,ES,2019 ,47.79
A,PC_HC,PNP,EU27_2020,2019 ,48.73
A,PC_HC,PNP,FI,2019 ,59.58
A,PC_HC,PNP,IT,2019 ,51.85
A,PC_HC,PNP,JP,2019 ,16.06
A,PC_HC,PNP,KR,2019 ,28.18
A,PC_HC,PNP,ME,2019 ,44.44
A,PC_HC,PNP,MK,2019 ,65.79
A,PC_HC,PNP,PL,2019 ,41.89
A,PC_HC,PNP,PT,2019 ,50.49
A,PC_HC,PNP,RO,2019 ,39.11
A,PC_HC,PNP,RS,2019 ,100.0
A,PC_HC,PNP,RU,2019 ,52.56
A,PC_HC,PNP,SI,2019 ,39.52
A,PC_HC,PNP,SK,2019 ,50.0
A,PC_HC,TOTAL,AT,2019 ,30.39
A,PC_HC,TOTAL,BA,2019 ,50.02
A,PC_HC,TOTAL,BE,2019 ,32.62
A,PC_HC,TOTAL,BG,2019 ,46.51
A,PC_HC,TOTAL,CH,2019 ,35.7
A,PC_HC,TOTAL,CY,2019 ,37.61
A,PC_HC,TOTAL,CZ,2019 ,27.18
A,PC_HC,TOTAL,DE,2019 ,28.05
A,PC_HC,TOTAL,DK,2019 ,35.32
A,PC_HC,TOTAL,EA20,2019 ,32.48
A,PC_HC,TOTAL,EA21,2019 ,32.63
A,PC_HC,TOTAL,EE,2019 ,42.45
A,PC_HC,TOTAL,EL,2019 ,39.04
A,PC_HC,TOTAL,ES,2019 ,41.34
