DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2006,6.12,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2007,6.23,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2009,5.37,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2011,5.67,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2013,5.5,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2015,6.23,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2017,6.68,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2019,7.88,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2021,7.63,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,AT,2023,8.37,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BA,2019,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BA,2020,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BA,2021,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2008,3.34,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2009,3.19,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2010,3.4,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2011,3.31,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2012,2.09,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2013,2.04,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2014,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2015,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2016,1.47,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2017,1.25,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2018,1.28,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2019,1.52,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2020,1.21,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2021,0.92,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BE,2023,0.51,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2006,0.93,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2007,0.54,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2008,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2009,0.03,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2010,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2011,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2012,0.43,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2013,0.62,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2014,0.54,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2015,1.15,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2016,1.88,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2017,0.79,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2018,2.7,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2019,0.48,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2020,0.47,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2021,0.42,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2022,0.49,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,BG,2023,0.48,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CH,2012,8.15,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2008,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2009,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2010,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2011,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2012,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2013,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2014,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2015,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2016,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2017,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2018,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2019,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2020,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2021,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CY,2023,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2005,0.46,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2006,0.42,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2007,0.58,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2008,0.74,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2009,0.44,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2010,0.45,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2011,0.4,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2012,0.28,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2013,0.24,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2014,0.39,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2015,0.28,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2016,0.32,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2017,0.33,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2018,0.38,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2019,0.72,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2020,0.86,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2021,0.4,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2022,0.58,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2023,0.63,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,CZ,2024,0.6,p,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2007,2.95,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2008,2.96,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2009,2.31,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2010,2.3,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2011,2.56,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2012,2.7,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2013,2.46,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2014,2.36,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2015,2.31,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2017,2.3,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2018,2.35,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2019,2.42,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2021,2.47,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DE,2023,2.19,b,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2009,0.16,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2010,0.23,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2011,0.25,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2012,0.18,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2013,0.09,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2014,0.07,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2015,0.04,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2016,0.16,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2017,0.08,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2019,0.08,p,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2020,0.05,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,DK,2023,0.15,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2007,1.25,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2008,1.17,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2009,1.38,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2010,0.84,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2011,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2012,0.61,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2013,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2014,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2015,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2016,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2017,2.35,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2018,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2019,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2020,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2021,0.33,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2022,0.4,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EE,2023,0.24,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EL,2011,0.84,b,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EL,2013,1.39,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EL,2015,1.09,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EL,2017,1.1,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EL,2019,0.45,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EL,2020,0.22,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EL,2021,0.43,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EL,2022,0.5,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EL,2023,1.02,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2008,0.52,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2009,0.52,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2010,0.57,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2011,0.57,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2012,0.54,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2013,0.57,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2014,0.52,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2015,0.49,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2016,0.48,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2017,0.43,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2018,0.49,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2019,0.51,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2020,0.54,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2021,0.55,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2022,0.53,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,ES,2023,0.55,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2007,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2008,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2009,2.61,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2010,2.51,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2011,2.54,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2012,2.57,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2013,2.51,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2015,2.54,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2017,2.44,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2018,2.39,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2019,2.43,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2021,2.41,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,EU27_2020,2023,3.18,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FI,2015,0.44,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FI,2016,0.82,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FI,2017,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FI,2018,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FI,2019,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FI,2020,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FI,2021,1.19,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FI,2022,1.21,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FI,2023,1.19,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2007,4.5,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2008,3.95,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2009,3.76,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2010,2.92,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2011,2.91,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2012,3.04,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2013,3.66,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2016,3.91,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2017,3.76,p,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2018,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2019,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2020,3.44,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2021,3.44,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2022,3.8,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,FR,2023,3.7,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2009,0.2,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2010,0.45,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2011,0.6,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2012,0.71,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2013,0.22,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2014,0.28,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2015,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2016,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2017,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2018,0.05,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2019,0.21,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2020,0.02,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2021,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2022,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HR,2023,0.49,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2005,1.03,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2006,1.17,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2007,2.03,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2008,0.64,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2009,0.47,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2010,0.39,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2011,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2012,0.35,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2013,0.57,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2014,0.65,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2015,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2016,0.69,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2017,0.43,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2018,0.42,b,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2019,0.49,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2020,0.57,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2021,0.55,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2022,0.83,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,HU,2023,0.83,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IE,2009,5.09,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IE,2010,5.09,e,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IE,2011,4.51,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IE,2013,1.1,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IE,2015,5.37,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IE,2017,4.25,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IE,2019,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IE,2021,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IE,2023,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2011,0,b,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2013,,,C
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2015,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2016,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2017,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2018,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2019,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2020,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2021,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IS,2022,0,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2007,4.79,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2008,3.29,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2009,4.47,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2010,5.02,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2011,5.13,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2012,4.89,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2013,5.27,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2014,4,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2015,4.34,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2016,4.01,b,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2017,3.75,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2018,3.62,,
ESTAT:ISOC_BDE15AR2(1.0),18/03/26 23:00:00,A,PC,C261,IT,2019,3.63,,
